91	e28	e26	C
91	e66	e64	C
91	e133	e131	C
91	e139	e140	C
91	e146	e148	C
91	e148	e194	C
91	e165	e162	C
91	e200	e197	C
91	e204	e210	C
91	e206	e208	C
91	e212	e216	C
91	e217	e209	C
91	e270	e269	C
91	e309	e319	C
91	e322	e321	C
91	e146	e194	C
91	e4	e152	NC
91	e25	e13	NC
91	e30	e63	NC
91	e34	e295	NC
91	e36	e284	NC
91	e41	e325	NC
91	e99	e13	NC
91	e106	e226	NC
91	e124	e264	NC
91	e158	e121	NC
91	e179	e224	NC
91	e211	e313	NC
91	e218	e108	NC
91	e227	e324	NC
91	e280	e25	NC
91	e287	e147	NC
92	e0	e16	C
92	e20	e23	C
92	e25	e30	C
92	e31	e33	C
92	e43	e63	C
92	e71	e74	C
92	e75	e81	C
92	e101	e103	C
92	e166	e170	C
92	e167	e171	C
92	e168	e169	C
92	e169	e172	C
92	e170	e173	C
92	e171	e174	C
92	e172	e177	C
92	e173	e176	C
92	e174	e183	C
92	e176	e182	C
92	e177	e184	C
92	e182	e191	C
92	e184	e190	C
92	e206	e209	C
92	e267	e269	C
92	e274	e277	C
92	e278	e280	C
92	e324	e326	C
92	e348	e343	C
92	e166	e173	C
92	e167	e174	C
92	e168	e172	C
92	e169	e177	C
92	e170	e176	C
92	e171	e183	C
92	e172	e184	C
92	e173	e182	C
92	e176	e191	C
92	e177	e190	C
92	e166	e176	C
92	e167	e183	C
92	e168	e177	C
92	e169	e184	C
92	e170	e182	C
92	e172	e190	C
92	e173	e191	C
92	e166	e182	C
92	e168	e184	C
92	e169	e190	C
92	e170	e191	C
92	e166	e191	C
92	e168	e190	C
92	e4	e125	NC
92	e8	e263	NC
92	e12	e216	NC
92	e15	e165	NC
92	e33	e164	NC
92	e55	e256	NC
92	e56	e10	NC
92	e57	e43	NC
92	e57	e238	NC
92	e70	e133	NC
92	e71	e139	NC
92	e84	e45	NC
92	e109	e116	NC
92	e125	e99	NC
92	e132	e263	NC
92	e137	e91	NC
92	e144	e301	NC
92	e162	e261	NC
92	e162	e308	NC
92	e170	e35	NC
92	e177	e255	NC
92	e177	e287	NC
92	e178	e46	NC
92	e185	e239	NC
92	e188	e164	NC
92	e188	e289	NC
92	e197	e315	NC
92	e210	e181	NC
92	e219	e87	NC
92	e226	e194	NC
92	e244	e310	NC
92	e247	e169	NC
92	e254	e101	NC
92	e263	e65	NC
92	e263	e93	NC
92	e275	e335	NC
92	e277	e286	NC
92	e282	e304	NC
92	e283	e178	NC
92	e295	e136	NC
92	e296	e30	NC
92	e298	e23	NC
92	e299	e330	NC
92	e304	e329	NC
92	e327	e188	NC
92	e338	e36	NC
92	e340	e156	NC
92	e341	e256	NC
92	e345	e122	NC
92	e346	e192	NC
93	e13	e16	C
93	e25	e23	C
93	e145	e148	C
93	e187	e190	C
93	e203	e206	C
93	e206	e208	C
93	e207	e210	C
93	e208	e209	C
93	e210	e212	C
93	e225	e224	C
93	e241	e242	C
93	e252	e253	C
93	e267	e274	C
93	e268	e275	C
93	e269	e266	C
93	e273	e277	C
93	e274	e280	C
93	e275	e281	C
93	e277	e279	C
93	e299	e311	C
93	e308	e312	C
93	e309	e313	C
93	e203	e208	C
93	e206	e209	C
93	e207	e212	C
93	e267	e280	C
93	e268	e281	C
93	e273	e279	C
93	e203	e209	C
93	e15	e214	NC
93	e21	e42	NC
93	e50	e55	NC
93	e57	e243	NC
93	e62	e225	NC
93	e67	e299	NC
93	e69	e98	NC
93	e70	e158	NC
93	e76	e66	NC
93	e79	e227	NC
93	e118	e10	NC
93	e155	e184	NC
93	e161	e22	NC
93	e172	e173	NC
93	e193	e259	NC
93	e195	e107	NC
93	e202	e8	NC
93	e212	e210	NC
93	e212	e313	NC
93	e214	e57	NC
93	e223	e104	NC
93	e227	e93	NC
93	e234	e166	NC
93	e245	e65	NC
93	e259	e220	NC
93	e261	e212	NC
93	e265	e303	NC
93	e273	e150	NC
93	e302	e257	NC
71	e40	e27	C
71	e55	e56	C
71	e75	e70	C
71	e182	e183	C
71	e184	e183	C
71	e203	e200	C
71	e208	e210	C
71	e209	e210	C
71	e239	e253	C
71	e276	e272	C
71	e305	e306	C
71	e307	e305	C
71	e307	e313	C
71	e308	e314	C
71	e314	e319	C
71	e307	e306	C
71	e308	e319	C
71	e15	e172	NC
71	e26	e182	NC
71	e29	e179	NC
71	e38	e241	NC
71	e40	e117	NC
71	e50	e252	NC
71	e58	e265	NC
71	e62	e57	NC
71	e73	e124	NC
71	e79	e204	NC
71	e95	e142	NC
71	e166	e237	NC
71	e174	e195	NC
71	e182	e22	NC
71	e213	e51	NC
71	e231	e18	NC
71	e257	e148	NC
95	e18	e19	C
95	e19	e22	C
95	e35	e32	C
95	e50	e52	C
95	e51	e53	C
95	e63	e64	C
95	e84	e85	C
95	e85	e86	C
95	e141	e155	C
95	e153	e152	C
95	e155	e162	C
95	e212	e210	C
95	e217	e221	C
95	e237	e235	C
95	e250	e252	C
95	e255	e265	C
95	e258	e255	C
95	e265	e275	C
95	e300	e298	C
95	e18	e22	C
95	e84	e86	C
95	e141	e162	C
95	e255	e275	C
95	e258	e265	C
95	e258	e275	C
95	e0	e82	NC
95	e27	e120	NC
95	e31	e162	NC
95	e36	e239	NC
95	e37	e226	NC
95	e55	e82	NC
95	e59	e103	NC
95	e74	e1	NC
95	e78	e159	NC
95	e80	e92	NC
95	e101	e207	NC
95	e106	e268	NC
95	e113	e203	NC
95	e145	e58	NC
95	e156	e224	NC
95	e166	e262	NC
95	e181	e16	NC
95	e189	e171	NC
95	e200	e188	NC
95	e201	e87	NC
95	e207	e51	NC
95	e254	e91	NC
95	e257	e285	NC
95	e259	e167	NC
95	e293	e190	NC
96	e66	e67	C
96	e125	e130	C
96	e126	e131	C
96	e210	e217	C
96	e223	e224	C
96	e227	e225	C
96	e233	e235	C
96	e111	e114	NC
96	e128	e92	NC
96	e139	e20	NC
96	e150	e79	NC
96	e182	e47	NC
96	e203	e111	NC
96	e216	e115	NC
97	e52	e54	C
97	e54	e56	C
97	e56	e64	C
97	e64	e68	C
97	e68	e112	C
97	e112	e117	C
97	e117	e119	C
97	e119	e121	C
97	e121	e137	C
97	e127	e128	C
97	e128	e130	C
97	e158	e161	C
97	e159	e160	C
97	e161	e165	C
97	e52	e56	C
97	e54	e64	C
97	e56	e68	C
97	e64	e112	C
97	e68	e117	C
97	e112	e119	C
97	e117	e121	C
97	e119	e137	C
97	e127	e130	C
97	e158	e165	C
97	e52	e64	C
97	e54	e68	C
97	e56	e112	C
97	e64	e117	C
97	e68	e119	C
97	e112	e121	C
97	e117	e137	C
97	e52	e68	C
97	e54	e112	C
97	e56	e117	C
97	e64	e119	C
97	e68	e121	C
97	e112	e137	C
97	e52	e112	C
97	e54	e117	C
97	e56	e119	C
97	e64	e121	C
97	e68	e137	C
97	e52	e117	C
97	e54	e119	C
97	e56	e121	C
97	e64	e137	C
97	e52	e119	C
97	e54	e121	C
97	e56	e137	C
97	e52	e121	C
97	e54	e137	C
97	e52	e137	C
97	e1	e127	NC
97	e4	e140	NC
97	e6	e113	NC
97	e8	e1	NC
97	e12	e68	NC
97	e18	e108	NC
97	e19	e161	NC
97	e20	e32	NC
97	e25	e116	NC
97	e29	e112	NC
97	e35	e17	NC
97	e35	e51	NC
97	e42	e117	NC
97	e43	e148	NC
97	e47	e131	NC
97	e49	e138	NC
97	e52	e30	NC
97	e53	e34	NC
97	e53	e119	NC
97	e56	e65	NC
97	e57	e3	NC
97	e58	e34	NC
97	e62	e0	NC
97	e62	e64	NC
97	e68	e96	NC
97	e75	e143	NC
97	e76	e103	NC
97	e77	e4	NC
97	e81	e104	NC
97	e88	e57	NC
97	e90	e135	NC
97	e95	e66	NC
97	e95	e103	NC
97	e97	e142	NC
97	e98	e38	NC
97	e98	e66	NC
97	e98	e145	NC
97	e99	e140	NC
97	e103	e109	NC
97	e114	e117	NC
97	e119	e96	NC
97	e122	e17	NC
97	e122	e97	NC
97	e128	e14	NC
97	e135	e33	NC
97	e137	e35	NC
97	e138	e157	NC
97	e140	e31	NC
97	e150	e57	NC
97	e152	e27	NC
97	e156	e77	NC
97	e164	e156	NC
98	e16	e21	C
98	e17	e22	C
98	e18	e25	C
98	e18	e35	C
98	e35	e38	C
98	e46	e47	C
98	e54	e57	C
98	e55	e58	C
98	e62	e66	C
98	e62	e69	C
98	e62	e71	C
98	e71	e77	C
98	e79	e77	C
98	e105	e101	C
98	e105	e102	C
98	e105	e103	C
98	e124	e126	C
98	e139	e140	C
98	e140	e143	C
98	e205	e197	C
98	e207	e205	C
98	e228	e235	C
98	e229	e228	C
98	e245	e243	C
98	e250	e262	C
98	e251	e263	C
98	e259	e260	C
98	e262	e267	C
98	e263	e268	C
98	e308	e319	C
98	e310	e313	C
98	e319	e324	C
98	e18	e38	C
98	e62	e77	C
98	e139	e143	C
98	e207	e197	C
98	e229	e235	C
98	e250	e267	C
98	e251	e268	C
98	e308	e324	C
98	e3	e270	NC
98	e17	e290	NC
98	e19	e88	NC
98	e24	e308	NC
98	e32	e227	NC
98	e46	e267	NC
98	e51	e221	NC
98	e53	e102	NC
98	e65	e125	NC
98	e86	e187	NC
98	e92	e204	NC
98	e94	e1	NC
98	e95	e285	NC
98	e96	e207	NC
98	e105	e201	NC
98	e108	e120	NC
98	e122	e91	NC
98	e126	e96	NC
98	e142	e115	NC
98	e147	e91	NC
98	e151	e82	NC
98	e154	e98	NC
98	e193	e48	NC
98	e205	e285	NC
98	e210	e94	NC
98	e219	e32	NC
98	e224	e219	NC
98	e240	e48	NC
98	e248	e311	NC
98	e254	e8	NC
98	e258	e296	NC
98	e260	e153	NC
98	e267	e219	NC
98	e270	e26	NC
98	e293	e183	NC
98	e296	e282	NC
98	e303	e274	NC
98	e307	e130	NC
98	e316	e277	NC
98	e316	e301	NC
99	e1	e0	C
99	e19	e20	C
99	e20	e22	C
99	e36	e32	C
99	e41	e47	C
99	e53	e55	C
99	e60	e58	C
99	e63	e64	C
99	e64	e68	C
99	e72	e80	C
99	e74	e81	C
99	e85	e93	C
99	e87	e94	C
99	e109	e110	C
99	e110	e114	C
99	e118	e126	C
99	e174	e175	C
99	e174	e176	C
99	e177	e184	C
99	e182	e170	C
99	e191	e186	C
99	e229	e234	C
99	e234	e238	C
99	e262	e266	C
99	e266	e264	C
99	e269	e271	C
99	e273	e275	C
99	e310	e320	C
99	e312	e316	C
99	e316	e324	C
99	e19	e22	C
99	e63	e68	C
99	e109	e114	C
99	e229	e238	C
99	e262	e264	C
99	e312	e324	C
99	e8	e310	NC
99	e9	e69	NC
99	e10	e100	NC
99	e11	e60	NC
99	e12	e138	NC
99	e18	e12	NC
99	e43	e179	NC
99	e50	e269	NC
99	e63	e244	NC
99	e81	e15	NC
99	e90	e51	NC
99	e105	e93	NC
99	e116	e77	NC
99	e125	e217	NC
99	e137	e36	NC
99	e150	e162	NC
99	e156	e149	NC
99	e157	e208	NC
99	e174	e223	NC
99	e188	e175	NC
99	e193	e52	NC
99	e198	e252	NC
99	e220	e285	NC
99	e224	e141	NC
99	e233	e0	NC
99	e236	e31	NC
99	e242	e76	NC
99	e242	e96	NC
99	e244	e250	NC
99	e250	e33	NC
99	e261	e219	NC
99	e264	e3	NC
99	e266	e146	NC
99	e268	e8	NC
99	e271	e73	NC
99	e273	e13	NC
100	e231	e237	C
100	e235	e236	C
100	e253	e254	C
100	e270	e272	C
100	e315	e312	C
100	e334	e344	C
100	e122	e178	NC
100	e147	e239	NC
100	e198	e115	NC
100	e235	e268	NC
100	e238	e264	NC
100	e275	e55	NC
